iter	Passed	Remaining
199	694	2778
200	697	2774
201	701	2769
202	704	2765
203	707	2761
204	710	2756
205	714	2752
206	717	2748
207	720	2743
208	723	2739
209	727	2735
210	730	2732
211	734	2728
212	737	2724
213	740	2719
214	743	2715
215	747	2712
216	750	2708
217	754	2704
218	757	2700
219	760	2697
220	763	2692
221	769	2697
222	772	2693
223	777	2691
224	780	2687
225	783	2683
226	786	2678
227	789	2674
228	792	2669
229	796	2665
230	799	2661
231	802	2656
232	805	2652
233	808	2647
234	812	2643
235	815	2639
236	818	2635
237	821	2631
238	825	2627
239	839	2658
240	844	2660
241	849	2660
242	852	2655
243	855	2651
244	859	2647
245	862	2643
246	865	2639
247	869	2636
248	872	2632
249	875	2627
250	879	2623
251	882	2618
252	885	2614
253	888	2609
254	891	2605
255	895	2601
256	898	2597
257	901	2592
258	904	2588
259	908	2584
260	911	2581
261	914	2577
262	918	2573
263	921	2569
264	924	2565
265	928	2561
266	931	2557
267	934	2553
268	938	2549
269	941	2545
270	944	2541
271	948	2538
272	951	2534
273	954	2530
274	958	2526
275	961	2522
276	964	2518
277	968	2514
278	971	2510
279	975	2508
280	980	2507
281	983	2504
282	988	2503
283	991	2500
284	994	2495
285	998	2491
286	1001	2487
287	1004	2483
288	1008	2481
289	1012	2478
290	1015	2474
291	1018	2470
292	1023	2468
293	1026	2465
294	1030	2461
295	1033	2458
296	1037	2454
297	1040	2451
298	1044	2447
299	1047	2444
300	1051	2441
301	1054	2437
302	1058	2433
303	1061	2429
304	1064	2425
305	1068	2423
306	1071	2419
307	1075	2415
308	1078	2412
309	1082	2408
310	1085	2405
311	1088	2401
312	1092	2397
313	1095	2393
314	1099	2389
315	1102	2386
316	1105	2382
317	1108	2378
318	1112	2374
319	1115	2370
320	1118	2366
321	1122	2363
322	1125	2359
323	1129	2356
324	1132	2352
325	1135	2348
326	1139	2344
327	1142	2341
328	1146	2338
329	1150	2334
330	1153	2331
331	1156	2327
332	1160	2324
333	1163	2320
334	1167	2316
335	1170	2312
336	1173	2308
337	1176	2304
338	1179	2300
339	1183	2296
340	1186	2292
341	1189	2288
342	1193	2285
343	1196	2281
344	1199	2277
345	1203	2273
346	1206	2270
347	1209	2266
348	1212	2262
349	1216	2258
350	1219	2255
351	1223	2251
352	1226	2247
353	1229	2244
354	1232	2239
355	1235	2235
356	1239	2232
357	1242	2228
358	1246	2224
359	1249	2220
360	1252	2217
361	1255	2213
362	1259	2209
363	1262	2205
364	1265	2201
365	1269	2199
366	1272	2195
367	1276	2192
368	1279	2187
369	1283	2184
370	1286	2180
371	1289	2176
372	1292	2172
373	1295	2169
374	1299	2165
375	1302	2162
376	1306	2158
377	1309	2155
378	1313	2151
379	1316	2148
380	1320	2144
381	1323	2141
382	1326	2137
383	1330	2134
384	1333	2130
385	1337	2126
386	1340	2123
387	1344	2119
388	1347	2116
389	1350	2112
390	1353	2108
391	1357	2104
392	1360	2100
393	1363	2096
394	1366	2093
395	1369	2089
396	1373	2085
397	1376	2081
398	1379	2078
399	1382	2074
400	1386	2070
401	1389	2066
402	1394	2065
403	1397	2061
404	1400	2058
405	1404	2054
406	1407	2050
407	1411	2047
408	1414	2043
409	1418	2040
410	1421	2037
411	1425	2033
412	1428	2030
413	1432	2027
414	1435	2023
415	1438	2019
416	1442	2016
417	1445	2013
418	1449	2009
419	1452	2006
420	1456	2002
421	1459	1999
422	1463	1995
423	1466	1992
424	1469	1988
425	1473	1984
426	1476	1981
427	1479	1977
428	1483	1974
429	1486	1970
430	1489	1966
431	1493	1963
432	1496	1959
433	1499	1955
434	1502	1952
435	1506	1948
436	1509	1944
437	1512	1941
438	1516	1938
439	1520	1934
440	1523	1931
441	1526	1927
442	1529	1923
443	1532	1919
444	1536	1916
445	1540	1913
446	1545	1911
447	1554	1914
448	1557	1911
449	1560	1907
450	1563	1903
451	1567	1899
452	1570	1896
453	1573	1892
454	1578	1890
455	1581	1886
456	1584	1882
457	1587	1878
458	1591	1875
459	1594	1871
460	1597	1868
461	1601	1864
462	1604	1860
463	1607	1857
464	1611	1853
465	1614	1850
466	1618	1846
467	1621	1843
468	1624	1839
469	1628	1836
470	1631	1832
471	1634	1828
472	1637	1824
473	1641	1821
474	1644	1817
475	1647	1813
476	1650	1810
477	1654	1806
478	1657	1803
479	1660	1799
480	1663	1795
481	1667	1791
482	1670	1787
483	1673	1784
484	1677	1780
485	1680	1777
486	1683	1773
487	1686	1769
488	1690	1766
489	1693	1762
490	1696	1758
491	1699	1755
492	1703	1751
493	1707	1748
494	1710	1745
495	1714	1741
496	1717	1738
497	1720	1734
498	1724	1731
499	1727	1727
500	1730	1723
501	1734	1720
502	1738	1717
503	1741	1714
504	1745	1710
505	1748	1706
506	1751	1703
507	1757	1702
508	1761	1699
509	1765	1695
510	1768	1692
511	1771	1688
512	1775	1685
513	1778	1681
514	1781	1677
515	1784	1673
516	1787	1669
517	1790	1666
518	1793	1662
519	1797	1658
520	1800	1655
521	1804	1652
522	1808	1649
523	1811	1645
524	1815	1642
525	1818	1638
526	1821	1635
527	1825	1631
528	1828	1627
529	1831	1624
530	1835	1620
531	1838	1617
532	1850	1621
533	1853	1617
534	1858	1615
535	1861	1611
536	1866	1609
537	1869	1605
538	1873	1602
539	1876	1598
540	1879	1595
541	1883	1591
542	1886	1587
543	1889	1584
544	1893	1580
545	1896	1577
546	1900	1573
547	1903	1570
548	1907	1566
549	1910	1563
550	1913	1559
551	1917	1555
552	1920	1552
553	1923	1548
554	1927	1545
555	1930	1541
556	1934	1538
557	1937	1534
558	1940	1531
559	1944	1527
560	1947	1523
561	1950	1520
562	1953	1516
563	1961	1516
564	1970	1517
565	1983	1520
566	1994	1523
567	2008	1527
568	2015	1527
569	2019	1523
570	2023	1520
571	2027	1517
572	2031	1513
573	2034	1510
574	2038	1506
575	2041	1503
576	2045	1499
577	2048	1495
578	2052	1492
579	2055	1488
580	2058	1484
581	2062	1481
582	2065	1477
583	2068	1473
584	2072	1469
585	2078	1468
586	2084	1466
587	2088	1463
588	2092	1460
589	2097	1457
590	2100	1453
591	2105	1451
592	2109	1447
593	2112	1444
594	2116	1440
595	2119	1436
596	2125	1435
597	2129	1431
598	2132	1427
599	2135	1423
600	2140	1420
601	2143	1417
602	2146	1413
603	2150	1409
604	2153	1406
605	2156	1402
606	2160	1398
607	2163	1394
608	2166	1390
609	2169	1387
610	2172	1383
611	2176	1379
612	2179	1376
613	2183	1372
614	2186	1368
615	2189	1365
616	2193	1361
617	2196	1357
618	2199	1354
619	2203	1350
620	2206	1346
621	2209	1343
622	2213	1339
623	2216	1335
624	2219	1331
625	2223	1328
626	2226	1324
627	2229	1320
628	2232	1317
629	2236	1313
630	2239	1309
631	2242	1305
632	2245	1302
633	2249	1298
634	2252	1294
635	2255	1290
636	2260	1288
637	2264	1284
638	2267	1280
639	2270	1277
640	2273	1273
641	2276	1269
642	2280	1266
643	2283	1262
644	2286	1258
645	2290	1255
646	2293	1251
647	2297	1247
648	2300	1244
649	2303	1240
650	2307	1236
651	2310	1233
652	2314	1229
653	2317	1226
654	2320	1222
655	2325	1219
656	2328	1215
657	2331	1211
658	2335	1208
659	2338	1204
660	2342	1201
661	2345	1197
662	2348	1193
663	2351	1189
664	2354	1186
665	2357	1182
666	2361	1178
667	2364	1175
668	2367	1171
669	2370	1167
670	2373	1163
671	2376	1160
672	2382	1157
673	2387	1154
674	2390	1151
675	2393	1147
676	2397	1143
677	2400	1140
678	2404	1136
679	2407	1132
680	2410	1129
681	2413	1125
682	2416	1121
683	2420	1118
684	2423	1114
685	2426	1110
686	2429	1107
687	2433	1103
688	2436	1099
689	2440	1096
690	2443	1092
691	2446	1088
692	2449	1085
693	2452	1081
694	2456	1077
695	2459	1074
696	2462	1070
697	2465	1066
698	2468	1063
699	2472	1059
700	2475	1055
701	2478	1052
702	2481	1048
703	2484	1044
704	2488	1041
705	2492	1037
706	2495	1034
707	2499	1030
708	2503	1027
709	2506	1023
710	2509	1020
711	2513	1016
712	2516	1012
713	2519	1009
714	2523	1005
715	2526	1002
716	2529	998
717	2533	995
718	2536	991
719	2540	987
720	2543	984
721	2546	980
722	2549	976
723	2553	973
724	2556	969
725	2560	966
726	2564	962
727	2567	959
728	2570	955
729	2574	952
730	2577	948
731	2581	945
732	2584	941
733	2587	937
734	2591	934
735	2594	930
736	2598	927
737	2601	923
738	2605	920
739	2608	916
740	2611	912
741	2615	909
742	2618	905
743	2621	902
744	2625	898
745	2628	894
746	2631	891
747	2635	887
748	2638	884
749	2641	880
750	2644	876
751	2648	873
752	2651	869
753	2655	866
754	2658	862
755	2661	858
756	2664	855
757	2667	851
758	2670	848
759	2674	844
760	2677	840
761	2680	837
762	2683	833
763	2687	830
764	2690	826
765	2694	822
766	2697	819
767	2704	817
768	2712	814
769	2721	812
770	2727	810
771	2731	806
772	2737	803
773	2744	801
774	2748	797
775	2752	794
776	2756	791
777	2768	789
778	2772	786
779	2781	784
780	2786	781
781	2790	778
782	2794	774
783	2798	770
784	2803	767
785	2808	764
786	2815	762
787	2824	759
788	2832	757
789	2836	753
790	2842	750
791	2845	747
792	2854	745
793	2858	741
794	2866	739
795	2870	735
796	2879	733
797	2882	729
798	2892	727
799	2896	724
800	2903	721
801	2907	717
802	2913	714
803	2921	712
804	2925	708
805	2931	705
806	2936	702
807	2941	698
808	2945	695
809	2952	692
810	2957	689
811	2961	685
812	2966	682
813	2970	678
814	2974	675
815	2982	672
816	2986	668
817	2989	665
818	2993	661
819	2997	657
820	3000	654
821	3004	650
822	3008	646
823	3012	643
824	3019	640
825	3024	637
826	3028	633
827	3039	631
828	3042	627
829	3050	624
830	3056	621
831	3065	618
832	3073	616
833	3081	613
834	3090	610
835	3099	608
836	3107	605
837	3115	602
838	3121	599
839	3124	595
840	3129	591
841	3134	588
842	3144	585
843	3152	582
844	3162	580
845	3165	576
846	3170	572
847	3175	569
848	3178	565
849	3182	561
850	3186	557
851	3190	554
852	3193	550
853	3198	546
854	3203	543
855	3207	539
856	3211	535
857	3216	532
858	3223	529
859	3232	526
860	3241	523
861	3250	520
862	3260	517
863	3269	514
864	3278	511
865	3288	508
866	3297	505
867	3304	502
868	3313	499
869	3323	496
870	3334	493
871	3342	490
872	3352	487
873	3359	484
874	3368	481
875	3377	478
876	3387	475
877	3396	471
878	3405	468
879	3414	465
880	3427	462
881	3435	459
882	3442	456
883	3452	453
884	3460	449
885	3469	446
886	3478	443
887	3485	439
888	3494	436
889	3505	433
890	3511	429
891	3520	426
892	3523	422
893	3526	418
894	3530	414
895	3533	410
896	3538	406
897	3546	402
898	3549	398
899	3553	394
900	3556	390
901	3559	386
902	3562	382
903	3566	378
904	3569	374
905	3572	370
906	3576	366
907	3579	362
908	3582	358
909	3586	354
910	3589	350
911	3593	346
912	3596	342
913	3599	338
914	3603	334
915	3606	330
916	3610	326
917	3613	322
918	3618	318
919	3623	315
920	3627	311
921	3631	307
922	3635	303
923	3640	299
924	3643	295
925	3647	291
926	3651	287
927	3654	283
928	3658	279
929	3661	275
930	3665	271
931	3668	267
932	3671	263
933	3675	259
934	3678	255
935	3681	251
936	3685	247
937	3688	243
938	3691	239
939	3694	235
940	3698	231
941	3701	227
942	3705	223
943	3708	219
944	3712	216
945	3715	212
946	3719	208
947	3722	204
948	3725	200
949	3729	196
950	3732	192
951	3736	188
952	3739	184
953	3742	180
954	3745	176
955	3749	172
956	3752	168
957	3755	164
958	3759	160
959	3762	156
960	3766	152
961	3769	148
962	3772	144
963	3776	141
964	3779	137
965	3783	133
966	3786	129
967	3789	125
968	3793	121
969	3796	117
970	3799	113
971	3803	109
972	3806	105
973	3809	101
974	3813	97
975	3816	93
976	3819	89
977	3823	85
978	3826	82
979	3829	78
980	3832	74
981	3836	70
982	3839	66
983	3842	62
984	3845	58
985	3849	54
986	3853	50
987	3857	46
988	3860	42
989	3863	39
990	3866	35
991	3870	31
992	3874	27
993	3877	23
994	3880	19
995	3884	15
996	3887	11
997	3891	7
998	3894	3
999	3899	0
