iter	Logloss
256	0.1722611545
257	0.172150507
258	0.1719749922
259	0.1717665406
260	0.1715820295
261	0.1714505783
262	0.1712782595
263	0.1710977878
264	0.1708666533
265	0.1707667629
266	0.1705671299
267	0.1704315949
268	0.1702968145
269	0.1701086783
270	0.169870264
271	0.1697182754
272	0.16948757
273	0.169388227
274	0.1692503542
275	0.1690757863
276	0.1688243364
277	0.1687305716
278	0.1685208919
279	0.1684368927
280	0.1682637305
281	0.168056507
282	0.1677531069
283	0.1675354519
284	0.1673842623
285	0.1672323773
286	0.1670377899
287	0.1668858309
288	0.1667711588
289	0.1666118904
290	0.1664592952
291	0.1662433122
292	0.1660546729
293	0.1658774269
294	0.1655843251
295	0.1654512907
296	0.1652281314
297	0.1650831415
298	0.1649443957
299	0.1647252315
300	0.1645936176
301	0.1644809134
302	0.1643725446
303	0.1641561325
304	0.163946586
305	0.1637112345
306	0.1634951479
307	0.1632690738
308	0.1630919165
309	0.1629460536
310	0.1627311952
311	0.1625769279
312	0.1624250577
313	0.1621489126
314	0.161898232
315	0.1617269786
316	0.1615384577
317	0.1614557606
318	0.1613431008
319	0.1612172723
320	0.1611162425
321	0.1609041214
322	0.1607062048
323	0.1605054621
324	0.1603996974
325	0.1603072051
326	0.1601461316
327	0.1600203326
328	0.1598216614
329	0.1597178943
330	0.1594748783
331	0.1593703861
332	0.1591455105
333	0.158991406
334	0.1588315605
335	0.1587192115
336	0.1585385623
337	0.15842318
338	0.1582693123
339	0.1580780985
340	0.1578341651
341	0.157641664
342	0.1575579607
343	0.1573363551
344	0.1571729437
345	0.1569582776
346	0.1568017761
347	0.1566401403
348	0.1565072834
349	0.1562975593
350	0.1560819462
351	0.1559634567
352	0.1557501666
353	0.1556069523
354	0.1554535285
355	0.1553174164
356	0.1552030403
357	0.1550639246
358	0.1548991223
359	0.1547176593
360	0.1546057838
361	0.154505405
362	0.1543242231
363	0.1541737438
364	0.154015881
365	0.1538791771
366	0.1537339357
367	0.1534602172
368	0.153307326
369	0.1532152332
370	0.1529408785
371	0.1526883632
372	0.1523496736
373	0.152237443
374	0.1520438913
375	0.1518394347
376	0.1516554859
377	0.1515291839
378	0.1513983689
379	0.1512401955
380	0.1509994285
381	0.1508395682
382	0.1506661989
383	0.1504904769
384	0.1502455521
385	0.1501136718
386	0.150013441
387	0.1497574338
388	0.1495743728
389	0.1493755092
390	0.1492794806
391	0.1491659479
392	0.1490148323
393	0.1488236036
394	0.1487067713
395	0.1485708812
396	0.1484317507
397	0.1483137346
398	0.1481636844
399	0.1480176143
400	0.1478749475
401	0.1477804873
402	0.1476423777
403	0.1475221126
404	0.1474330827
405	0.1472540611
406	0.1470873353
407	0.1468363588
408	0.146633737
409	0.1464888655
410	0.1464069082
411	0.1461908661
412	0.1461058756
413	0.1459875636
414	0.1458865634
415	0.1458032153
416	0.145610655
417	0.1453997175
418	0.14515972
419	0.1449712879
420	0.1448183079
421	0.1446707287
422	0.1443957525
423	0.1442120108
424	0.1440313468
425	0.1438110285
426	0.1436444211
427	0.1434867063
428	0.1433279853
429	0.1431630943
430	0.1429717621
431	0.1427765532
432	0.1426553116
433	0.1424886154
434	0.1423898198
435	0.1420779118
436	0.1419401425
437	0.1417685043
438	0.1415214045
439	0.1413823184
440	0.1412927114
441	0.1410783708
442	0.1409329666
443	0.1407504235
444	0.140674518
445	0.1406228194
446	0.1404774004
447	0.1402687268
448	0.1401494827
449	0.1400370153
450	0.1399097515
451	0.1397282589
452	0.1396315348
453	0.1395500807
454	0.139385308
455	0.1391629921
456	0.1390570943
457	0.1389479561
458	0.1388618411
459	0.1386647827
460	0.1385459676
461	0.138430171
462	0.1382934671
463	0.1381970242
464	0.1380001286
465	0.1379437543
466	0.1377960715
467	0.1376345836
468	0.1373553756
469	0.1372354656
470	0.1370444293
471	0.1369232616
472	0.1367627947
473	0.1365644342
474	0.1364729629
475	0.136339603
476	0.1362385288
477	0.1359968149
478	0.1358100252
479	0.1356451785
480	0.135423854
481	0.1352244726
482	0.1350434831
483	0.1348767573
484	0.1346533909
485	0.1345520208
486	0.1344006092
487	0.1342659472
488	0.1340882869
489	0.1338909178
490	0.1335805782
491	0.1333778231
492	0.1332539625
493	0.1329920515
494	0.1328605855
495	0.1326833987
496	0.1324522198
497	0.1322715558
498	0.1321139742
499	0.1319460203
500	0.1318126899
501	0.1316903237
502	0.1315436914
503	0.1313736365
504	0.1311889626
505	0.1310662709
506	0.1308124535
507	0.1306326034
508	0.1304792535
509	0.1303149099
510	0.1301902059
511	0.1300380102
512	0.1298509541
513	0.1296602878
514	0.129422628
515	0.1292891054
516	0.1291919226
517	0.1290095127
518	0.1289009071
519	0.1288197933
520	0.1287011558
521	0.1285545531
522	0.1284014104
523	0.1283297958
524	0.1282445094
525	0.1281253096
526	0.1279432843
527	0.1278787425
528	0.1277651505
529	0.127654947
530	0.1274976169
531	0.127346161
532	0.1271987149
533	0.1270923732
534	0.1269379876
535	0.1267710694
536	0.1265991797
537	0.1264584068
538	0.1263106944
539	0.12622199
540	0.1260532519
541	0.1259298203
542	0.1258279767
543	0.1256848956
544	0.1255174152
545	0.1252934865
546	0.1252130829
547	0.1250957623
548	0.1249261068
549	0.1248007073
550	0.1247166342
551	0.1245096622
552	0.124298636
553	0.1241041596
554	0.1239878673
555	0.1238970988
556	0.1237696057
557	0.1237262004
558	0.1234758232
559	0.1232969052
560	0.1231624355
561	0.1230903771
562	0.1228875629
563	0.1228120421
564	0.1226803246
565	0.1226010011
566	0.1223955531
567	0.1222250838
568	0.1220753073
569	0.1219601544
570	0.121800738
571	0.1217069584
572	0.1215941507
573	0.1214887782
574	0.1213894204
575	0.1211448507
576	0.1210641734
577	0.1209290379
578	0.1207585908
579	0.1205942177
580	0.1204842508
581	0.1203737366
582	0.120251363
583	0.1201564367
584	0.1199905173
585	0.1198897242
586	0.1197984823
587	0.1196772332
588	0.11957027
589	0.1194926629
590	0.1193393871
591	0.1192794173
592	0.1191841729
593	0.1190073781
594	0.1188930168
595	0.1187546705
596	0.1186355817
597	0.118523314
598	0.1184078282
599	0.1182961598
600	0.1182089646
601	0.118044007
602	0.1178733601
603	0.1177431296
604	0.1176530862
605	0.1175427125
606	0.1174185411
607	0.1173005842
608	0.1171771823
609	0.1170630207
610	0.1169580847
611	0.1167934747
612	0.1167122573
613	0.1165808653
614	0.1163646382
615	0.1162015153
616	0.1161109762
617	0.1159810194
618	0.1158391442
619	0.1157163341
620	0.1156442164
621	0.1154958752
622	0.1153442935
623	0.1152414881
624	0.115122969
625	0.1150357073
626	0.1149234322
627	0.114797981
628	0.1146784409
629	0.1145062182
630	0.114429092
631	0.1143086567
632	0.1141618913
633	0.1140920523
634	0.1139275903
635	0.1138517958
636	0.1137442778
637	0.1136650283
638	0.1135344723
639	0.1134232848
640	0.1133530167
641	0.1131991268
642	0.1131031056
643	0.1129982657
644	0.1128985898
645	0.1128077251
646	0.1127302364
647	0.1126522002
648	0.1125797866
649	0.1124778542
650	0.1124131792
651	0.1122614569
652	0.1121886513
653	0.112105932
654	0.1120252325
655	0.1118119128
656	0.1116551006
657	0.1115583618
658	0.1114076235
659	0.1113376809
660	0.1112086785
661	0.111097676
662	0.1109790533
663	0.1108463444
664	0.1107561752
665	0.1106458236
666	0.1104933172
667	0.1103887289
668	0.1102233421
669	0.1101307981
670	0.1099453326
671	0.1098543718
672	0.1097229872
673	0.1096148551
674	0.1095505796
675	0.1093940485
676	0.1092941728
677	0.1091724207
678	0.1090716054
679	0.1089807482
680	0.1089086083
681	0.1088429493
682	0.1087799537
683	0.1086386333
684	0.1084898333
685	0.1083648482
686	0.1083077711
687	0.1082366744
688	0.1081394029
689	0.1080066718
690	0.1078919554
691	0.1078183581
692	0.1077500653
693	0.1076603918
694	0.1075439811
695	0.1074982528
696	0.1074311586
697	0.1073537808
698	0.1072560654
699	0.1071037439
700	0.1069929707
701	0.1069124117
702	0.1067952021
703	0.1066981747
704	0.1066346094
705	0.1065486571
706	0.1064596272
707	0.10629046
708	0.1061606438
709	0.1060590222
710	0.105943307
711	0.105785644
712	0.1056823207
713	0.1056113646
714	0.1055352076
715	0.1054672033
716	0.1053288274
717	0.1052464337
718	0.1051173055
719	0.1050121993
720	0.1048745189
721	0.1047656988
722	0.1046445237
723	0.1045247838
724	0.1044404518
725	0.1043709753
726	0.1042251494
727	0.1040432055
728	0.1038670174
729	0.1037795855
730	0.1036615325
731	0.1035834889
732	0.1035212996
733	0.1033891974
734	0.1032734674
735	0.1031854436
736	0.1030999205
737	0.1029661093
738	0.1028223771
739	0.1027260673
740	0.1026061869
741	0.1024858626
742	0.102423703
743	0.1023184932
744	0.1021899051
745	0.102128648
746	0.1019912487
747	0.1018828429
748	0.1018111914
749	0.1016718093
750	0.1015849101
751	0.1014655031
752	0.1013497879
753	0.1012890783
754	0.1012201271
755	0.1011420317
756	0.1010542373
757	0.1009427243
758	0.1008504983
759	0.1007719369
760	0.1006930277
761	0.100564447
762	0.1004102242
763	0.1003348069
764	0.100266196
765	0.1001775508
766	0.1000793693
767	0.1000513672
768	0.09993200464
769	0.09985625449
770	0.09978633412
771	0.09963851812
772	0.09953275348
773	0.09942540563
774	0.09935136446
775	0.09925269469
776	0.09916516661
777	0.09907134266
778	0.09894107519
779	0.09884151763
780	0.09871927721
781	0.09854052194
782	0.09843647368
783	0.09838069867
784	0.09821477928
785	0.09815429161
786	0.09808461538
787	0.09797577309
788	0.09785757208
789	0.09780053197
790	0.09773147719
791	0.09761015414
792	0.09753632012
793	0.09739702685
794	0.09734188068
795	0.09726451032
796	0.09711493355
797	0.0970572424
798	0.09700684588
799	0.09690831668
800	0.09675308768
801	0.09662113342
802	0.09655313658
803	0.09645784779
804	0.09628381258
805	0.09616084713
806	0.0961022534
807	0.09599330753
808	0.09593811697
809	0.09589278081
810	0.09581520331
811	0.09573785515
812	0.09567190021
813	0.09558851512
814	0.09551883149
815	0.09545613176
816	0.09537680828
817	0.095248235
818	0.09518324183
819	0.09512496622
820	0.09506269559
821	0.09491004117
822	0.09475680229
823	0.09468466246
824	0.09460383714
825	0.09444794971
826	0.09439169381
827	0.09427821285
828	0.0942229927
829	0.09414633257
830	0.09409498168
831	0.0940406937
832	0.09392658389
833	0.09386021466
834	0.09376320208
835	0.09363760287
836	0.09354438558
837	0.09349548349
838	0.09342683561
839	0.09332295011
840	0.09326996422
841	0.09317614766
842	0.09310818782
843	0.09306240777
844	0.09298992022
845	0.09296691922
846	0.09287024697
847	0.09272893399
848	0.09265611352
849	0.09253990263
850	0.09247994023
851	0.09238340854
852	0.09225416942
853	0.09215830357
854	0.09205407775
855	0.09199196248
856	0.09192267096
857	0.09184845223
858	0.09177653435
859	0.09166203244
860	0.09158879027
861	0.09156504206
862	0.09150567892
863	0.09143261431
864	0.09132923189
865	0.09124751879
866	0.0911776798
867	0.09108978181
868	0.09095182021
869	0.09084760919
870	0.09072117399
871	0.09060357963
872	0.09053668512
873	0.09047074498
874	0.09036024549
875	0.09026307756
876	0.09020350727
877	0.09014940424
878	0.09010425304
879	0.08999673503
880	0.08993336946
881	0.08981197983
882	0.08973958846
883	0.08967134748
884	0.08956785408
885	0.08950599035
886	0.0893945069
887	0.08932122035
888	0.08918334013
889	0.08908609822
890	0.08900415578
891	0.08893615894
892	0.08886213996
893	0.08874316214
894	0.08867460304
895	0.08860723505
896	0.08852235552
897	0.08842458833
898	0.08831678919
899	0.08827226683
900	0.08816918034
901	0.08814518798
902	0.08812466538
903	0.08810420936
904	0.0880042893
905	0.087935708
906	0.08786819204
907	0.08784091489
908	0.08779170207
909	0.08771061782
910	0.08763222652
911	0.08755295482
912	0.08743298564
913	0.08734029362
914	0.08728088609
915	0.08717711156
916	0.08708290291
917	0.08699903693
918	0.0868948851
919	0.08679546071
920	0.08671607805
921	0.08664805162
922	0.0865693052
923	0.08652993199
924	0.08643581211
925	0.0863607056
926	0.08626072635
927	0.08614987175
928	0.08604509847
929	0.08595902783
930	0.08589772636
931	0.08587754408
932	0.08577852659
933	0.08571688481
934	0.08562832838
935	0.08553616902
936	0.08547802658
937	0.08536835569
938	0.08526618658
939	0.08517187435
940	0.08508110585
941	0.08497887755
942	0.0849105404
943	0.08481224794
944	0.08478275872
945	0.08472460888
946	0.08462575416
947	0.08453274401
948	0.08446611584
949	0.0843767456
950	0.08427806844
951	0.08421299389
952	0.08415852835
953	0.0840992096
954	0.08405328898
955	0.08397100622
956	0.08390407473
957	0.08381115336
958	0.08372601489
959	0.08366201308
960	0.08358766119
961	0.08349923053
962	0.08345765265
963	0.08338812439
964	0.08331986121
965	0.08326753376
966	0.08314355475
967	0.08304504775
968	0.08294608205
969	0.08283399935
970	0.08268999342
971	0.08258532371
972	0.08247427676
973	0.0823813332
974	0.08226136402
975	0.082212166
976	0.0821127934
977	0.08203163517
978	0.08197781328
979	0.08190183378
980	0.08183872715
981	0.08178542313
982	0.08169695548
983	0.08164332594
984	0.08157586177
985	0.08152013855
986	0.08142884478
987	0.08135155581
988	0.08128064408
989	0.08124586515
990	0.08114502031
991	0.08104183024
992	0.08096229961
993	0.0808789885
994	0.08084022934
995	0.0807480108
996	0.08065778978
997	0.08058330472
998	0.08050100716
999	0.08043878831
